State/Province,merged_clade,collection_date
Nebraska,delta1a-02A,2015
Illinois,cluster_ive-02A,2015
Oklahoma,delta1b-02A,2015
Arkansas,cluster_ivb-02B,2015
Illinois,delta1a-02B,2015
Illinois,cluster_iva-02B,2015
Illinois,cluster_iva-02B,2015
Illinois,delta1a-02B,2015
Indiana,delta2-02B,2015
Indiana,delta1a-02B,2015
Iowa,delta1b-02A,2015
Illinois,delta1a-02B,2015
Indiana,delta1a-02B,2015
Nebraska,delta1a-02A,2015
Illinois,cluster_ivb-02B,2015
Indiana,delta2-98B,2015
Indiana,cluster_iva-02B,2015
Indiana,delta1a-02B,2015
Iowa,delta1b-02A,2015
Iowa,alpha-02B,2015
Minnesota,delta1a-02A,2015
Minnesota,delta1a-02A,2015
Minnesota,delta1a-02B,2015
Iowa,cluster_iva-02B,2015
Indiana,delta2-98B,2015
Iowa,alpha-02B,2015
North Carolina,delta2-98B,2015
Michigan,delta2-98B,2015
Indiana,delta1a-02B,2015
Indiana,delta1a-02B,2015
Indiana,delta2-98B,2015
Oklahoma,delta1a-02B,2015
Oklahoma,delta1a-02B,2015
Indiana,delta2-98B,2015
Iowa,2010.1-02B,2015
Iowa,cluster_ivb-02B,2015
Kansas,delta1a-02B,2015
Minnesota,delta1b-02A,2015
North Carolina,delta2-98B,2015
North Carolina,delta2-98B,2015
North Carolina,cluster_iva-02B,2015
North Carolina,delta2-98B,2015
Illinois,cluster_iva-02B,2015
Iowa,cluster_iva-02B,2015
Iowa,cluster_ivb-02B,2015
Iowa,cluster_iva-02B,2015
Indiana,delta2-98B,2015
Nebraska,delta1a-02A,2015
Indiana,gamma-02B,2015
Iowa,gamma-02B,2015
Illinois,cluster_ivb-02B,2015
Iowa,cluster_ivb-02B,2015
Nebraska,delta1a-02A,2015
Illinois,cluster_iva-02B,2015
Iowa,cluster_ivb-02B,2015
Iowa,cluster_ivb-02B,2015
Iowa,delta1b-02A,2015
Iowa,2010.1-02B,2015
Nebraska,cluster_iva-02B,2015
Indiana,delta1a-02B,2015
Iowa,delta1b-02A,2015
Iowa,delta1b-02A,2015
Iowa,delta1b-02A,2015
North Carolina,cluster_iva-02B,2015
Iowa,delta1a-02A,2015
Iowa,delta1a-02B,2015
Nebraska,beta-02A,2015
North Carolina,delta2-98B,2015
Iowa,delta1a-02A,2015
Illinois,delta1a-02B,2015
Indiana,delta1a-02B,2015
Unknown,delta1b-02A,2015
South Dakota,delta1b-02B,2015
Nebraska,cluster_iva-02B,2015
Illinois,cluster_ive-02A,2015
South Dakota,delta1b-02B,2015
North Carolina,cluster_iva-02B,2015
South Dakota,delta1b-02A,2015
Illinois,delta1a-02B,2015
Nebraska,cluster_iva-02A,2015
Arkansas,delta1a-02B,2015
Illinois,delta1a-02B,2015
Minnesota,cluster_iva-02B,2015
Illinois,cluster_ive-02A,2015
Indiana,delta1a-02B,2015
Iowa,delta1a-02A,2015
Iowa,delta1b-02A,2015
Minnesota,delta1a-02A,2015
South Dakota,alpha-02B,2015
Indiana,cluster_iva-02B,2015
Missouri,2010.1-02B,2015
Illinois,cluster_iva-02B,2015
Illinois,gamma-02B,2015
South Dakota,delta1b-02B,2015
Arkansas,delta1a-02B,2015
Illinois,delta1a-02B,2015
Minnesota,delta1b-02A,2015
Oklahoma,delta1a-02B,2015
South Dakota,delta1b-02A,2015
Arkansas,delta1a-02B,2015
South Dakota,delta1b-02B,2015
Iowa,delta1a-02A,2015
Iowa,delta1a-02A,2015
South Dakota,alpha-02B,2015
Indiana,cluster_iva-02B,2015
Minnesota,cluster_iva-02B,2015
Indiana,delta2-98B,2015
Indiana,delta2-98B,2015
Nebraska,delta1a-02A,2015
South Dakota,delta1b-02B,2015
Illinois,delta1a-02B,2015
Illinois,delta1b-98A,2015
Missouri,delta1b-02B,2015
Indiana,gamma-02B,2015
Iowa,delta1a-02B,2015
Iowa,delta1a-02B,2015
Iowa,gamma-02B,2015
Iowa,gamma-02B,2015
Nebraska,cluster_iva-02B,2015
North Carolina,cluster_iva-02B,2015
Iowa,delta1a-02A,2015
Iowa,delta1a-02A,2015
Iowa,delta1a-02A,2015
Iowa,cluster_iva-02B,2015
North Carolina,cluster_iva-02B,2015
Pennsylvania,delta2-98B,2015
Illinois,cluster_ive-02A,2015
Indiana,delta1a-02B,2015
Iowa,cluster_ivb-02B,2015
Nebraska,cluster_iva-02B,2015
Illinois,delta1a-02B,2015
South Dakota,alpha-02B,2015
Minnesota,alpha-02B,2015
Illinois,delta1a-02B,2015
Illinois,delta1a-02B,2015
Illinois,cluster_ivb-02B,2015
Iowa,alpha-02B,2015
North Carolina,cluster_iva-02B,2015
Indiana,delta2-98B,2015
Nebraska,cluster_iva-02B,2015
Unknown,cluster_iva-02B,2015
North Carolina,cluster_iva-02B,2015
Iowa,alpha-02A,2015
North Carolina,delta2-98B,2015
Illinois,delta1a-02B,2015
Indiana,delta2-98B,2015
Iowa,delta1a-02A,2015
Iowa,delta1b-02B,2015
North Carolina,cluster_iva-02B,2015
North Carolina,delta2-98B,2015
Unknown,cluster_iva-02B,2015
Iowa,cluster_ivb-02B,2015
North Carolina,delta2-98B,2015
South Dakota,delta1b-02A,2015
Iowa,cluster_ivb-02B,2015
North Carolina,cluster_iva-02B,2015
North Carolina,delta2-98B,2015
Nebraska,cluster_iv-02A,2015
North Carolina,delta2-02A,2015
Missouri,2010.1-02B,2015
North Carolina,cluster_iva-02B,2015
North Carolina,cluster_iva-02B,2015
South Dakota,delta1b-02A,2015
Iowa,cluster_iva-02B,2015
Minnesota,delta1a-02A,2015
Minnesota,delta1a-02A,2015
Iowa,cluster_ivb-02B,2015
North Carolina,delta2-98B,2015
North Carolina,delta2-98B,2015
North Carolina,delta2-98B,2015
North Carolina,delta2-98B,2015
Oklahoma,cluster_iva-02B,2015
Iowa,delta1a-02A,2015
Kansas,cluster_iva-02B,2015
Minnesota,cluster_iva-02B,2015
Indiana,cluster_iva-02B,2015
South Dakota,delta1b-02A,2015
Illinois,cluster_iva-02B,2015
Iowa,delta1b-02A,2015
North Carolina,delta2-98B,2015
North Carolina,cluster_iva-02B,2015
North Carolina,delta2-98B,2015
Oklahoma,delta1a-02A,2015
Oklahoma,delta1a-02A,2015
Oklahoma,delta1a-02A,2015
South Dakota,delta1b-02B,2015
South Dakota,delta1b-02A,2015
Iowa,delta1a-02A,2015
Michigan,cluster_iva-02B,2015
North Carolina,delta2-02A,2015
Illinois,delta1a-02B,2015
Iowa,delta1a-02B,2015
North Carolina,delta2-98B,2015
Minnesota,cluster_iva-02B,2015
Minnesota,delta1a-02A,2015
Iowa,delta1a-02A,2015
North Carolina,delta2-98B,2015
North Carolina,cluster_iva-02B,2015
Oklahoma,delta1a-02B,2015
North Carolina,cluster_iva-02B,2015
South Dakota,delta1b-02B,2015
Illinois,cluster_iva-02B,2015
Indiana,cluster_ivb-02B,2015
Minnesota,cluster_iva-02B,2015
Arkansas,delta1a-02B,2015
Illinois,cluster_iva-02B,2015
Minnesota,2010.1-02A,2015
Oklahoma,delta1a-02B,2015
Iowa,delta1a-02B,2015
North Carolina,delta2-02A,2015
Iowa,gamma-02B,2015
North Carolina,cluster_iva-02B,2015
North Carolina,cluster_iva-02B,2015
North Carolina,delta2-98B,2015
Indiana,cluster_iva-02B,2015
Iowa,delta1a-02A,2015
North Carolina,delta2-98B,2015
North Carolina,cluster_iva-02B,2015
North Carolina,delta2-98B,2015
North Carolina,delta2-02A,2015
North Carolina,delta2-02A,2015
North Carolina,cluster_iva-02B,2015
South Dakota,delta1b-02A,2015
Illinois,cluster_ive-02A,2015
North Carolina,delta2-98B,2015
Iowa,cluster_iva-02B,2015
North Carolina,delta2-98B,2015
Indiana,delta1a-02B,2015
Iowa,delta1b-02A,2015
Indiana,cluster_ivb-02B,2015
Iowa,cluster_ive-02A,2015
North Carolina,delta2-98B,2015
North Carolina,delta2-98B,2015
North Carolina,delta2-98B,2015
South Dakota,delta1b-02A,2015
Iowa,cluster_iv-02B,2015
Illinois,cluster_iva-02B,2015
North Carolina,delta2-98B,2015
North Carolina,cluster_iva-02B,2015
North Carolina,delta2-98B,2015
Iowa,delta1a-02A,2015
Illinois,delta1a-02B,2015
Illinois,delta1a-02B,2015
Minnesota,cluster_iva-02B,2015
Iowa,cluster_ivb-02B,2015
Illinois,delta1a-02B,2015
Iowa,delta1b-02A,2015
North Carolina,cluster_iva-02B,2015
North Carolina,cluster_ivb-02B,2015
Indiana,delta2-98B,2015
Illinois,delta1a-02B,2015
Illinois,delta1a-02B,2015
Iowa,2010.1-02B,2015
Iowa,cluster_iva-02B,2015
North Carolina,gamma-98B,2015
Illinois,cluster_ive-02A,2015
North Carolina,delta2-98B,2015
Arkansas,2010.1-02A,2015
Iowa,cluster_iva-02A,2015
Iowa,cluster_iva-02B,2015
Pennsylvania,delta2-02A,2015
Iowa,alpha-02B,2015
Iowa,delta1a-02A,2015
Iowa,delta1b-02A,2015
Nebraska,beta-02A,2015
Minnesota,delta1a-02B,2015
Oklahoma,delta1a-02B,2015
Indiana,gamma-02B,2015
North Carolina,delta2-98B,2015
North Carolina,delta2-98B,2015
Indiana,delta1a-02B,2015
Illinois,cluster_ive-02A,2015
North Carolina,cluster_iva-02B,2015
North Carolina,delta2-98B,2015
North Carolina,delta2-98B,2015
Ohio,cluster_iva-02A,2015
Oklahoma,delta1a-02B,2015
North Carolina,delta2-02B,2015
Iowa,delta1a-02B,2015
North Carolina,delta2-98B,2015
Ohio,cluster_iva-02A,2015
Oklahoma,delta1a-02B,2015
Unknown,cluster_ive-02A,2015
North Carolina,cluster_iva-02B,2015
North Carolina,delta2-02B,2015
North Carolina,delta2-98B,2015
Minnesota,delta1b-02A,2015
Illinois,delta1a-02B,2015
Illinois,cluster_iva-02B,2015
Indiana,cluster_ivb-02B,2015
Arkansas,2010.1-02A,2015
Iowa,delta1a-02B,2015
North Carolina,cluster_iva-02B,2015
Illinois,cluster_iva-02A,2015
Iowa,gamma-02A,2015
Ohio,cluster_iva-02A,2015
Iowa,delta1a-02B,2015
North Carolina,delta2-98B,2015
Minnesota,alpha-02B,2015
North Carolina,cluster_iva-02B,2015
North Carolina,cluster_iva-02B,2015
North Carolina,delta2-98B,2015
Illinois,cluster_iva-02B,2015
Minnesota,cluster_iva-02B,2015
Minnesota,cluster_iva-02B,2015
North Carolina,cluster_iva-02B,2015
North Carolina,cluster_iva-02B,2015
North Carolina,delta2-98B,2015
Illinois,cluster_iva-02B,2015
Illinois,delta1a-02B,2015
Illinois,delta1a-02B,2015
Indiana,delta2-98B,2015
Indiana,delta1a-02B,2015
Indiana,delta1a-02B,2015
Iowa,delta1a-02B,2015
Iowa,beta-02A,2015
Nebraska,delta1b-02A,2015
North Carolina,cluster_iva-02B,2015
South Dakota,delta1a-02A,2015
Iowa,delta1b-02A,2015
Iowa,gamma-02A,2015
North Carolina,cluster_iva-02B,2015
North Carolina,cluster_ivb-02B,2015
Kansas,cluster_iva-02B,2015
Minnesota,delta1a-02A,2015
North Carolina,delta2-02B,2015
Oklahoma,delta1a-02B,2015
Iowa,delta1a-02B,2015
Iowa,delta1b-02A,2015
North Carolina,cluster_iva-02B,2015
North Carolina,cluster_iva-02B,2015
North Carolina,cluster_iva-02B,2015
Arkansas,cluster_iva-02B,2015
Illinois,delta1b-02A,2015
Indiana,delta1a-02B,2015
Iowa,gamma-02A,2015
Iowa,delta1a-02B,2015
Iowa,cluster_iva-02A,2015
Missouri,2010.1-02B,2015
Unknown,delta1a-02B,2015
Illinois,delta1a-02B,2015
Illinois,delta1a-02B,2015
Iowa,delta1a-02A,2015
Iowa,cluster_iva-02B,2015
Iowa,delta1a-02B,2015
North Carolina,delta2-98B,2015
North Carolina,cluster_iva-02B,2015
North Carolina,cluster_iva-02B,2015
North Carolina,cluster_iva-02B,2015
Iowa,cluster_iva-02B,2015
Iowa,delta1b-02A,2015
North Carolina,delta1a-02A,2015
North Carolina,delta2-98B,2015
South Dakota,delta1a-02A,2015
Arkansas,2010.1-02A,2015
Arkansas,2010.1-02A,2015
Illinois,cluster_iva-02B,2015
Iowa,delta1a-02A,2015
North Carolina,cluster_iva-02B,2015
Illinois,delta1a-02B,2015
North Carolina,delta2-98B,2015
North Carolina,delta2-98B,2015
Arkansas,cluster_iva-02A,2015
Illinois,delta1a-02B,2015
Illinois,2010.1-02A,2015
Illinois,cluster_iva-02B,2015
Illinois,delta1a-02B,2015
Minnesota,delta1b-98A,2015
Ohio,2010.1-02A,2015
Ohio,cluster_iva-02B,2015
Indiana,2010.1-02A,2015
Indiana,cluster_ivb-02B,2015
Indiana,delta1a-02B,2015
Missouri,delta1b-02A,2015
Nebraska,delta1b-02A,2015
Indiana,cluster_iva-02B,2015
Iowa,delta1a-02A,2015
Iowa,delta1a-02A,2015
Oklahoma,cluster_iva-02B,2015
Oklahoma,cluster_iva-02B,2015
Illinois,delta1a-02B,2015
Iowa,cluster_iva-02B,2015
North Carolina,delta2-98B,2015
Illinois,cluster_ive-02A,2015
Illinois,cluster_ive-02A,2015
Indiana,cluster_ivb-02B,2015
Indiana,delta2-98B,2015
Iowa,delta1a-02A,2015
Nebraska,delta1b-02A,2015
North Carolina,cluster_iva-02B,2015
North Carolina,delta2-02B,2015
Iowa,delta1a-02B,2015
Iowa,delta1a-02B,2015
Minnesota,cluster_ivb-02B,2015
North Carolina,delta2-98B,2015
Ohio,cluster_iva-02A,2015
North Carolina,delta2-98B,2015
Illinois,delta1a-02B,2015
Illinois,cluster_iva-02B,2015
Illinois,delta1a-02B,2015
North Carolina,delta2-98B,2015
Wisconsin,delta1b-02A,2015
Illinois,delta1a-02B,2015
Iowa,delta1a-02B,2015
Iowa,delta1a-02A,2015
Illinois,delta1a-02B,2015
Minnesota,2010.1-02A,2015
North Carolina,delta2-98B,2015
North Carolina,delta2-98B,2015
Minnesota,cluster_iva-02B,2015
Minnesota,delta1a-02B,2015
Nebraska,delta1b-02A,2015
North Carolina,delta2-98B,2015
Oklahoma,cluster_iva-02B,2015
South Dakota,delta1b-02A,2015
Florida,cluster_iva-02B,2015
Illinois,delta1a-02B,2015
Illinois,delta1a-02B,2015
Illinois,delta1a-02B,2015
Illinois,delta1a-02B,2015
Indiana,delta1a-02B,2015
Iowa,delta1a-02B,2015
Iowa,2010.1-02A,2015
Iowa,delta1a-02A,2015
Iowa,delta1a-02A,2015
Missouri,2010.1-02B,2015
Oklahoma,delta1a-02B,2015
Unknown,delta2-98B,2015
Illinois,delta1a-02B,2015
Illinois,2010.1-02B,2015
Iowa,cluster_iva-02B,2015
Iowa,2010.1-02A,2015
North Carolina,cluster_ivb-02B,2015
Florida,delta1a-02B,2015
Illinois,delta1a-02B,2015
Indiana,gamma-02A,2015
Indiana,delta1a-02B,2015
Iowa,2010.1-02A,2015
Iowa,delta1a-02A,2015
Iowa,2010.1-02A,2015
Minnesota,delta1b-02A,2015
Ohio,cluster_iva-02B,2015
North Carolina,delta2-98B,2015
Illinois,delta1a-02B,2015
Illinois,delta1a-02A,2015
Ohio,cluster_iva-02B,2015
Ohio,2010.1-02A,2015
Arkansas,2010.1-02A,2015
Illinois,delta1a-02B,2015
Illinois,delta1a-02B,2015
Illinois,delta1a-02B,2015
Iowa,alpha-02A,2015
North Carolina,cluster_ivb-02B,2015
Indiana,delta1a-02B,2015
Indiana,delta2-98B,2015
North Carolina,delta2-98B,2015
California,alpha-02B,2015
Illinois,delta1a-02B,2015
North Carolina,delta2-02B,2015
North Carolina,delta2-98B,2015
South Dakota,alpha-02B,2015
South Dakota,delta1b-02A,2015
Kansas,cluster_iva-02B,2015
Illinois,delta1a-02B,2015
Indiana,delta1a-02B,2015
Indiana,delta1a-02B,2015
North Carolina,cluster_iva-02B,2015
Illinois,delta1a-02B,2015
Illinois,delta1a-02B,2015
Iowa,2010.1-02B,2015
Minnesota,2010.1-02B,2015
Ohio,cluster_iva-02B,2015
Illinois,cluster_iva-02B,2015
Illinois,delta1b-02B,2015
Indiana,delta1a-02B,2015
Iowa,delta1a-02B,2015
Oklahoma,delta1a-02B,2015
Oklahoma,delta1a-02A,2015
Illinois,cluster_iva-02B,2015
Illinois,delta1a-02B,2015
Illinois,cluster_iva-02B,2015
Illinois,gamma-02B,2015
Illinois,delta1a-02B,2015
Indiana,delta1a-02B,2015
Indiana,delta1a-02B,2015
Iowa,delta1a-02B,2015
Iowa,delta1a-02B,2015
Iowa,2010.1-02A,2015
Minnesota,cluster_iva-02B,2015
Oklahoma,delta1a-02A,2015
Indiana,delta1a-02B,2015
Indiana,delta1a-02B,2015
Minnesota,cluster_iva-02B,2015
Minnesota,delta2-98B,2015
Pennsylvania,cluster_iva-02B,2015
Iowa,2010.1-02A,2015
Minnesota,delta1a-02B,2015
Oklahoma,cluster_iva-02B,2015
Iowa,delta1b-02A,2015
Nebraska,delta1a-02A,2015
Illinois,delta1a-02B,2015
Minnesota,2010.1-02A,2015
Pennsylvania,delta2-98B,2015
Ohio,2010.1-02A,2015
Oklahoma,delta1a-02A,2015
South Dakota,delta1b-02A,2015
Illinois,cluster_iva-02B,2015
Minnesota,delta1a-02A,2015
Nebraska,beta-02A,2015
Oklahoma,delta1a-02A,2015
Ohio,delta2-98B,2015
Nebraska,delta1b-02A,2015
North Carolina,cluster_iva-02B,2015
North Carolina,delta2-98B,2015
Illinois,cluster_ive-02A,2015
Illinois,cluster_iva-02B,2015
Indiana,delta2-98B,2015
North Carolina,cluster_iva-02B,2015
Iowa,cluster_iva-02B,2015
Minnesota,delta1a-02A,2015
Minnesota,2010.1-02A,2015
Minnesota,2010.1-02A,2015
Minnesota,2010.1-02A,2015
North Carolina,delta2-98B,2015
North Carolina,delta2-02B,2015
Iowa,cluster_iva-02B,2016
Iowa,2010.1-02A,2016
Nebraska,beta-02A,2016
Illinois,delta1a-02B,2016
Indiana,delta2-98B,2016
Nebraska,beta-02A,2016
North Carolina,cluster_iva-02B,2016
South Dakota,delta1b-02A,2016
Indiana,cluster_iva-02B,2016
Iowa,cluster_iv-02A,2016
Iowa,alpha-02B,2016
North Carolina,2010.1-02A,2016
North Carolina,gamma-02B,2016
Illinois,delta1a-02B,2016
Indiana,cluster_ivb-02B,2016
Indiana,delta2-98B,2016
Nebraska,delta1b-02A,2016
South Dakota,delta1b-02A,2016
Iowa,delta1a-02A,2016
Iowa,delta1a-02A,2016
Iowa,delta1a-02A,2016
North Carolina,cluster_iva-02B,2016
Oklahoma,delta1a-02B,2016
Illinois,delta1a-02B,2016
Illinois,delta1a-02B,2016
Iowa,cluster_iva-02B,2016
North Carolina,delta2-98B,2016
Iowa,2010.1-02A,2016
Iowa,cluster_iv-02B,2016
North Carolina,delta2-98B,2016
Oklahoma,delta1a-02B,2016
Illinois,cluster_iva-02B,2016
Iowa,delta2-98B,2016
Iowa,cluster_ive-02B,2016
Arkansas,delta1a-02B,2016
Illinois,delta1a-02B,2016
Indiana,cluster_iva-02B,2016
North Carolina,delta2-98B,2016
Iowa,delta1a-02A,2016
Iowa,cluster_ivb-02B,2016
Nebraska,delta1a-02A,2016
Oklahoma,delta1a-02A,2016
Oklahoma,delta1a-02A,2016
Minnesota,cluster_ivb-02B,2016
North Carolina,cluster_iva-02B,2016
Indiana,gamma-98B,2016
Minnesota,2010.1-02A,2016
Illinois,delta1a-02B,2016
Indiana,cluster_ivb-02B,2016
Indiana,cluster_ivb-02B,2016
Nebraska,beta-02A,2016
Pennsylvania,cluster_iva-02B,2016
Indiana,2010.1-02A,2016
Minnesota,2010.1-02A,2016
North Carolina,cluster_iva-02B,2016
North Carolina,delta2-98B,2016
Oklahoma,delta1a-02B,2016
Ohio,delta1a-02B,2016
South Dakota,delta1b-02A,2016
North Carolina,delta2-98B,2016
Illinois,delta1a-02B,2016
Iowa,delta1a-02A,2016
Oklahoma,delta1a-02B,2016
Illinois,delta1a-02B,2016
Iowa,alpha-02B,2016
Nebraska,delta1b-02A,2016
North Carolina,delta2-98B,2016
Oklahoma,delta1a-02B,2016
Illinois,delta1a-02B,2016
Pennsylvania,delta2-98B,2016
Illinois,delta1a-02B,2016
Illinois,delta1a-02B,2016
Illinois,delta1a-02B,2016
Illinois,delta1b-02A,2016
Iowa,2010.1-02A,2016
Minnesota,cluster_iva-02B,2016
North Carolina,cluster_ivb-02B,2016
Indiana,delta1a-02B,2016
North Carolina,delta2-02B,2016
Oklahoma,delta1a-02B,2016
Illinois,delta1a-02B,2016
Oklahoma,delta1a-02B,2016
Illinois,delta1a-02B,2016
Indiana,delta1a-02B,2016
North Carolina,delta2-98B,2016
North Carolina,cluster_iva-02B,2016
Indiana,delta1a-02B,2016
Iowa,cluster_iv-02A,2016
Iowa,delta1a-02B,2016
North Carolina,cluster_iva-02B,2016
North Carolina,delta2-98B,2016
Iowa,gamma-02B,2016
Iowa,delta1a-02B,2016
North Carolina,delta2-98B,2016
North Carolina,cluster_iva-02B,2016
Iowa,delta1a-02B,2016
Oklahoma,delta1b-02A,2016
North Carolina,delta2-98B,2016
Illinois,cluster_iva-02B,2016
Iowa,2010.1-98B,2016
North Carolina,cluster_ivb-02B,2016
Illinois,cluster_iva-02B,2016
Iowa,2010.1-02B,2016
North Carolina,delta2-98B,2016
Illinois,delta1a-02B,2016
North Carolina,delta2-98B,2016
Georgia,delta2-98B,2016
Indiana,delta1a-02B,2016
North Carolina,cluster_iva-02B,2016
Pennsylvania,delta2-98B,2016
Illinois,delta1b-02A,2016
Oklahoma,delta1a-02B,2016
North Carolina,cluster_iva-02B,2016
Illinois,delta1a-02B,2016
Indiana,delta2-98B,2016
Illinois,delta1a-02B,2016
Minnesota,alpha-02B,2016
North Carolina,delta2-98B,2016
Oklahoma,delta1a-02B,2016
Pennsylvania,delta2-98B,2016
Iowa,delta1a-02B,2016
Nebraska,delta1b-02A,2016
North Carolina,delta2-98B,2016
Pennsylvania,delta2-98B,2016
South Dakota,delta1b-02A,2016
Illinois,delta1a-02B,2016
Iowa,delta1a-02B,2016
North Carolina,delta2-98B,2016
Illinois,delta1a-02B,2016
Illinois,delta1a-02B,2016
Indiana,delta1a-02B,2016
Iowa,cluster_iva-02A,2016
Illinois,delta1a-02B,2016
Pennsylvania,cluster_iva-02B,2016
Minnesota,alpha-02B,2016
California,delta1b-02A,2016
Indiana,delta1a-02B,2016
Iowa,2010.1-02A,2016
Iowa,2010.1-02A,2016
Iowa,delta2-98B,2016
North Carolina,delta2-98B,2016
Nebraska,delta1b-02A,2016
Iowa,alpha-02B,2016
North Carolina,cluster_iva-02B,2016
North Carolina,delta2-02B,2016
Iowa,delta1a-02B,2016
Iowa,delta1a-02B,2016
North Carolina,delta2-98B,2016
North Carolina,delta2-98B,2016
Illinois,cluster_ive-02A,2016
Illinois,cluster_ive-02A,2016
Indiana,delta2-98B,2016
Illinois,delta2-98B,2016
Nebraska,delta1a-02A,2016
North Carolina,alpha-02B,2016
Illinois,delta2-98B,2016
Illinois,delta1a-02B,2016
Iowa,delta2-98B,2016
North Carolina,cluster_ivb-02B,2016
Illinois,delta2-98B,2016
Illinois,delta2-98B,2016
Illinois,delta1a-02B,2016
Iowa,cluster_iva-02A,2016
Indiana,delta1a-02B,2016
Missouri,delta1a-02A,2016
Iowa,alpha-02B,2016
Minnesota,alpha-02B,2016
Pennsylvania,delta2-02B,2016
Alabama,delta1a-02B,2016
Illinois,delta1b-02A,2016
Indiana,delta2-98B,2016
Iowa,2010.1-02A,2016
North Carolina,delta2-02B,2016
Indiana,delta2-98B,2016
South Dakota,delta1b-02A,2016
South Dakota,delta1b-02A,2016
Illinois,delta2-98B,2016
Illinois,delta2-98B,2016
Illinois,delta2-98B,2016
Illinois,delta1a-02B,2016
Minnesota,2010.1-02A,2016
Iowa,delta1b-98A,2016
North Carolina,delta2-98B,2016
Illinois,delta1a-02B,2016
Illinois,delta1a-02B,2016
Oklahoma,delta1a-02B,2016
North Carolina,cluster_iva-02B,2016
Pennsylvania,delta2-02B,2016
North Carolina,cluster_iva-02B,2016
Oklahoma,delta1a-02B,2016
Illinois,delta1a-02B,2016
Illinois,cluster_iva-02B,2016
Minnesota,delta1b-02A,2016
Oklahoma,delta1a-02B,2016
Illinois,delta1a-02B,2016
Illinois,delta1a-02B,2016
Minnesota,2010.1-02A,2016
Nebraska,delta1b-02A,2016
North Dakota,cluster_iva-02A,2016
Iowa,delta1b-02A,2016
Iowa,2010.1-02A,2016
Iowa,delta1b-02A,2016
North Carolina,cluster_iva-02B,2016
Iowa,delta1a-02B,2016
Missouri,delta1a-02A,2016
North Carolina,cluster_iva-02B,2016
Pennsylvania,delta2-02B,2016
Illinois,delta1a-02B,2016
North Carolina,delta2-98B,2016
Indiana,cluster_iva-02B,2016
Indiana,delta1a-02B,2016
Arkansas,delta1a-02B,2016
Illinois,delta1a-02B,2016
Illinois,delta1a-02B,2016
Michigan,cluster_ivb-02B,2016
South Dakota,delta1b-02A,2016
Nebraska,delta1b-02A,2016
South Dakota,delta1b-02A,2016
Minnesota,delta1a-02A,2016
Minnesota,2010.1-02A,2016
Nebraska,delta1a-02A,2016
North Carolina,cluster_ivb-02B,2016
South Dakota,delta1b-02A,2016
Indiana,delta1a-02B,2016
Minnesota,2010.1-02A,2016
Missouri,delta1a-02A,2016
North Carolina,delta2-98B,2016
South Dakota,delta1b-02A,2016
Iowa,alpha-02B,2016
South Dakota,delta1b-02B,2016
Iowa,delta1a-02B,2016
Minnesota,delta1b-02B,2016
Colorado,cluster_iva-02B,2016
Minnesota,alpha-02B,2016
Nebraska,beta-02A,2016
Minnesota,delta1a-02A,2016
North Carolina,delta2-98B,2016
North Carolina,cluster_iva-02B,2016
South Dakota,delta1b-02A,2016
Illinois,delta1a-02B,2016
Illinois,alpha-02B,2016
Nebraska,delta1b-02A,2016
Pennsylvania,delta2-98B,2016
Iowa,2010.1-02A,2016
Iowa,delta2-98B,2016
North Carolina,alpha-02B,2016
North Carolina,alpha-02B,2016
Illinois,delta1a-02B,2016
Iowa,2010.1-02A,2016
North Carolina,delta2-98B,2016
Minnesota,2010.1-02A,2016
Missouri,cluster_iva-02B,2016
Nebraska,delta1b-02A,2016
Arkansas,delta1a-02B,2016
Illinois,delta2-98B,2016
Iowa,alpha-02B,2016
Minnesota,2010.1-02B,2016
North Carolina,delta2-98B,2016
Iowa,delta1a-02B,2016
Illinois,delta2-98B,2016
Illinois,delta1a-02B,2016
Iowa,2010.1-02A,2016
Indiana,delta2-98B,2016
North Carolina,cluster_ivb-02B,2016
North Carolina,delta2-98B,2016
Iowa,delta1a-02A,2016
Oregon,2010.1-02A,2016
South Dakota,delta1b-02A,2016
Nebraska,delta1b-02A,2016
Arkansas,delta1a-02B,2016
Indiana,delta1b-02A,2016
Iowa,2010.1-02A,2016
Nebraska,delta1b-02A,2016
Minnesota,2010.1-02A,2016
Indiana,alpha-02B,2016
Oklahoma,cluster_iva-02B,2016
Indiana,cluster_iva-02B,2016
South Dakota,delta1b-02A,2016
Iowa,delta1a-02B,2016
Iowa,cluster_iva-02B,2016
Iowa,2010.1-02B,2016
Iowa,delta1b-02A,2016
Iowa,delta1b-02A,2016
Illinois,delta2-98B,2016
Illinois,delta2-98B,2016
Indiana,cluster_iva-02B,2016
Iowa,2010.1-02A,2016
Iowa,2010.1-02A,2016
Nebraska,delta1a-02A,2016
North Carolina,cluster_iva-02B,2016
North Carolina,delta2-98B,2016
Indiana,2010.1-02A,2016
Kansas,delta1b-02A,2016
Nebraska,delta1a-02A,2016
Nebraska,delta1b-02A,2016
North Carolina,delta2-98B,2016
Minnesota,delta2-98B,2016
Iowa,delta2-98B,2016
Ohio,cluster_ivb-02B,2016
Iowa,delta1b-02A,2016
North Carolina,cluster_ivb-02B,2016
Iowa,delta1a-02A,2016
Iowa,2010.1-02A,2016
Indiana,cluster_iva-02B,2016
Iowa,cluster_iva-02B,2016
